"id";"momentary_wellbeing_angry_ema";"momentary_wellbeing_worried_ema";"momentary_wellbeing_happy_ema";"momentary_wellbeing_sad_ema";"momentary_wellbeing_stressed_ema";"momentary_wellbeing_lonely_ema";"momentary_wellbeing_accepted_ema";"momentary_context_activity_ema";"momentary_context_social_media_ema"
"SP21_ORHI8CHVNACN";1;1;4;1;1;1;3;"2";NA
"SP21_3S3170C9KYLC";1;1;3;2;3;1;4;"2";NA
"SP21_H5Q7LSFF6ZWD";1;1;2;1;3;1;2;"18";NA
"SP21_2OT5S7S7Y0XQ";1;2;3;1;2;1;2;"2";NA
"SP21_ZTTTGRBD2EZ1";1;2;4;1;1;1;4;"2,5,13";1
"SP21_V6JLTCON1MMB";1;1;4;1;2;1;NA;"6,12";NA
"SP21_TNPXVW3WBSMG";2;4;1;4;4;4;1;"1,2,5";2
"SP21_7K517E1VWP4S";1;1;2;2;1;2;2;"1,5";1
"SP21_FLYFMQBSIB6Z";1;2;2;2;3;1;3;"2,4,14";NA
"SP21_RVLNPTGUOR8Y";1;2;3;1;2;1;3;"1,2,4";NA
"SP21_BZZ6CS08M872";1;2;2;2;3;1;3;"2";NA
"SP21_67LIR7EP0T86";1;1;2;2;2;2;2;"2";NA
"SP21_ADTQ20ER59LY";3;3;3;3;3;3;3;"2,4";NA
"SP21_K4FWFDR8H22K";1;2;2;1;4;1;3;"1,2";NA
"SP21_AD54KGXC3V55";2;3;3;3;3;3;3;"2";NA
"SP21_L450K0TA43SG";1;2;2;1;2;1;2;"5,10,13";2
"SP21_CVC8O2XO3PZS";1;3;1;2;4;2;3;"2";NA
"SP21_E6EVXRQPQIOY";1;1;4;1;1;1;4;"5,13";3
"SP21_BS6N4WC8YKZ2";1;2;3;1;2;1;4;"2";NA
"SP21_8ISWFJX2B19F";1;1;2;1;1;2;4;"5";4
"SP21_VHM62K455EM2";1;2;3;1;3;1;3;"18";NA
"SP21_BBFPR6H4BKHN";1;1;4;1;2;1;3;"1";NA
"SP21_J606X7PP59TT";1;1;3;1;3;1;3;"9";NA
"SP21_NC0IL24TXU5O";1;1;4;1;4;1;4;"1,2,5,7";1
"SP21_SUV869NE2ZSU";1;2;2;1;2;1;4;"2";NA
"SP21_FE4RV47MP178";1;3;4;2;4;2;3;"1,2,5,18";4
"SP21_QAT0M2BV3FBH";1;2;3;1;2;1;2;"2,6,18";NA
"SP21_IXT7ZGDG2S7I";1;3;3;1;4;2;4;"1,2";NA
"SP21_IR7T1S8PL7L0";1;4;2;1;4;1;3;"1,2";NA
"SP21_E3J67TG65ZR0";1;1;2;2;1;1;2;"11,15";NA
"SP21_K9164EOQQ3NS";1;1;1;1;1;1;4;"15";NA
"SP21_NMHOV9KFWO7N";1;1;3;1;2;1;2;"6,10,12,18";NA
"SP21_GF3W0F9HY9WF";1;3;1;1;2;1;1;"2,10,12,18";NA
"SP21_DH49X5ZE0L0H";1;1;4;1;1;1;3;"19";NA
"SP21_4HH5H7HXQI0I";1;1;3;1;2;1;4;"18";NA
"SP21_M4TKV4EY52J3";1;1;4;1;1;1;4;"4,5,9,11";2
"SP21_ZZSEHMN6J71L";1;2;2;2;4;3;2;"1,6,7";NA
"SP21_DQDOTWVK2GKE";1;2;3;1;2;1;4;"2,9,10,12";NA
"SP21_2B46M6YOYMTW";1;1;2;2;2;2;2;"1";NA
"SP21_BNSH1AK7FE48";1;1;4;1;2;1;3;"2,4";NA
"SP21_70IW6ZRIGA1F";2;2;4;1;3;1;4;"2";NA
"SP21_1FT54OS1OVYY";1;1;4;1;2;1;4;"2,5";2
"SP21_VKCJFCM676R4";1;1;4;2;1;1;3;"1,6,9,18";NA
"SP21_QGJOM6E3BM7J";2;3;1;4;4;3;2;"1,15";NA
"SP21_TXO40QXAG54E";4;NA;1;4;4;4;1;"1";NA
"SP21_2ZM1KMP6MAYL";2;4;2;3;4;4;2;"9";NA
"SP21_YWN47G501R9B";1;2;2;2;4;1;3;"1,2,11,18";NA
"SP21_1BO2HWKOQU49";1;2;3;1;2;2;4;"1,2,5,18";1
"SP21_F1GBRJXRQMUP";1;2;3;1;2;1;4;"1,2,9";NA
"SP21_Y3DLBTXL7UZY";1;1;4;1;1;1;4;"1,5,6,9,12,18";1
"SP21_TTXYPRGKDQMZ";1;2;1;1;2;1;1;"1,2";NA
"SP21_JUNDVBG6WZMW";1;1;2;2;1;1;4;"1";NA
"SP21_UMDMJS25VXJ8";3;3;2;1;3;3;NA;"1,2,15";NA
"SP21_MDQG717NINPY";1;2;3;2;4;2;3;"1,2";NA
"SP21_RXTB6M0PYJ3P";1;1;2;1;1;1;3;"1,2";NA
"SP21_PGP7FXSW83AK";3;3;2;1;3;3;2;"5";3
"SP21_TIDPL96YTG7W";1;2;3;2;2;2;2;"1";NA
"SP21_PU5XRX2QX0NQ";1;1;1;1;1;1;2;"1,5,11,15";4
"SP21_UV2KF78OFCUT";1;1;4;1;1;2;4;"1,15";NA
"SP21_OZOZBPGPHNFJ";1;1;4;1;1;1;4;"2,5,8,9";1
"SP21_DZ12VRZK6WGK";1;4;2;2;3;2;2;"2";NA
"SP21_V6F09RDKKGSP";1;1;2;1;2;1;3;"1,18";NA
"SP21_CAKPDVG41GCO";1;1;1;1;3;3;1;"1,15";NA
"SP21_EGUTKDM1DYWY";1;1;3;1;2;1;4;"1,2,3";NA
"SP21_J0C83B64F8JO";2;3;1;4;3;3;2;"4";NA
"SP21_1RPD0IRQ7T7I";1;3;3;1;2;1;3;"1";NA
"SP21_RQA4XW86Q7JN";NA;NA;NA;NA;NA;NA;NA;NA;NA
"SP21_1LZKRY7UB9E8";1;1;3;1;1;1;2;"1,2";NA
"SP21_O04NN258P1N0";NA;NA;NA;NA;NA;NA;NA;"1";NA
"SP21_I7Q1RLIZBE9C";1;2;3;1;3;1;4;"1,2,5";1
"SP21_6PRQ70NDQ9ZA";1;2;2;2;3;3;2;"1";NA
"SP21_UT57HNBQMFXF";1;1;2;2;1;1;3;"9";NA
"SP21_9QA28Y63XIRZ";1;2;3;1;3;1;3;"1,9";NA
"SP21_YUJROYV67BXP";1;1;1;1;1;1;1;"2";NA
"SP21_LDQJNNSQZSV7";1;1;4;1;1;1;4;"1,2";NA
"SP21_QLAXGL35Z1XT";2;4;1;3;3;2;NA;"1,18";NA
"SP21_PKDMR3C7OO0Z";1;2;2;1;3;1;2;"1,5";2
"SP21_3RR4TTJJXD5O";3;2;1;1;3;2;2;"1";NA
"SP21_9U5HTRCOW9F0";1;2;4;1;2;1;4;"1,2";NA
"SP21_PKNMLVQ8FYH3";1;2;2;2;3;2;2;"1";NA
"SP21_6XLRIF26IIG8";1;1;2;1;2;2;1;"1";NA
"SP21_CR9826F02UNT";1;1;3;1;1;1;1;"1,9";NA
"SP21_TX1RN2XI9VX2";1;2;1;1;1;1;1;"2,5";1
"SP21_AJZMYQ9O2RN6";1;2;3;1;3;1;2;"1";NA
"SP21_Z8YY1L8323GB";NA;NA;NA;NA;NA;NA;NA;NA;NA
"SP21_4PLOVQN24K7J";1;1;3;1;3;1;2;"1";NA
"SP21_OM8H5MQEIO9Q";1;1;2;1;1;2;2;"1";NA
"SP21_C45K0QV5LP5H";2;2;2;2;3;2;2;"1,5";1
"SP21_O52H02BUW55N";1;3;2;2;4;1;3;"2";NA
"SP21_OMR0ASPJT199";NA;NA;NA;NA;NA;NA;NA;NA;NA
"SP21_PJMSXO0B00VR";1;2;3;1;2;3;3;"1";NA
"SP21_BC2EDMOMMU76";1;1;2;1;1;2;2;"1";NA
"SP21_XQ5U2LQDTE4V";1;2;4;1;2;1;4;"1,2,5,9";1
"SP21_FMY2O3XQ39PR";1;1;2;2;2;4;1;"7";NA
"SP21_JQ95JWXK0E2A";1;2;3;1;2;1;3;"1";NA
"SP21_GRFO3X0BKNYU";1;1;4;1;1;1;2;"1";NA
"SP21_UBCGPCWBANTM";2;3;2;1;3;2;3;"1,2";NA
"SP21_KF6UDTFHP7LX";2;2;3;1;3;1;3;"1,9";NA
"SP21_NN2J9QQDJG6K";1;1;2;1;1;1;NA;"1";NA
"SP21_I9Z8FCWDZ8E5";1;1;2;1;1;1;3;"3";NA
"SP21_L0QZDLC6LO7D";1;1;3;1;2;1;3;"1,18";NA
"SP21_AYT2HJCSX2LS";1;3;1;2;4;3;3;"1,18";NA
"SP21_NI9X547PR3Y9";1;2;3;2;2;1;3;"1";NA
"SP21_1FWU7A7DRYJ3";1;1;4;1;2;1;4;"1";NA
"SP21_OC7LO8PUVWIN";1;1;4;1;1;1;4;"15";NA
"SP21_2XPIKN5AKNOS";1;1;4;1;1;1;4;"1,2";NA
"SP21_AVSPQSO8IA6L";1;1;4;1;1;1;4;"2";NA
"SP21_JTLUIXUJSIX4";1;1;3;1;2;1;3;"1,18";NA
"SP21_N19CO53FLXWZ";1;2;2;2;2;2;2;"1";NA
"SP21_RZ16SLXHXMYP";1;1;4;1;1;1;4;"1";NA
"SP21_VDHTZI8SUQ30";1;1;4;1;1;1;4;"9,19";NA
"SP21_VSMF2EKY1OMT";1;1;4;1;1;1;4;"1";NA
"SP21_GUM9M31I32WC";1;1;2;2;4;1;NA;"1";NA
"SP21_6LL9SUWE18LD";1;4;1;1;4;4;1;"1,2";NA
"SP21_82776N17CQVZ";2;4;4;4;4;4;1;"15,16,18";NA
"SP21_KNITJUY86TOO";1;2;3;2;2;2;3;"1";NA
"SP21_X25X5DPMKUPL";1;3;2;2;3;2;1;"1";NA
"SP21_U7FHG36W4KKN";1;1;3;1;1;1;3;"1";NA
"SP21_TGMSRJ08HTSP";1;1;3;1;2;1;4;"1,5,9,18";1
"SP21_DCE8HDSTTIOW";1;1;1;1;1;1;1;"1,2";NA
"SP21_UWUFW0ZH5RAJ";1;1;2;1;2;1;NA;"1";NA
"SP21_JZWFXIIQMVUX";3;3;3;2;2;1;4;"1";NA
"SP21_FBI82KQ3HL5O";1;1;3;1;1;3;2;"1";NA
"SP21_GGK0997MP1ES";1;1;4;1;1;1;1;"1";NA
"SP21_E5YD84Y2K1S4";1;2;1;1;2;1;1;"1,5";2
"SP21_WJFO87Q6R3VM";2;2;4;2;2;1;4;"2";NA
"SP21_E3J67TG65ZR0";1;2;1;1;3;1;3;"1";NA
"SP21_8ISWFJX2B19F";1;1;3;3;3;1;4;"1";NA
"SP21_LJAHUWXLKNII";1;1;2;4;4;4;1;"1";NA
"SP21_Z0K01I3MZ5VK";2;3;2;1;3;1;2;"1";NA
"SP21_5TPCSL74RK56";1;1;2;1;2;2;1;"13";NA
"SP21_I5B8511E6YXD";1;2;2;1;3;1;2;"1";NA
"SP21_OHHVJWBC7FS4";1;1;4;1;3;1;4;"1,3";NA
"SP21_8SIAFZLWEF0P";2;3;3;2;3;1;2;"1,2,5,9";1
"SP21_DEGH7N1JT023";4;4;2;4;4;4;2;"1";NA
"SP21_2UQUAHTFCHSM";1;1;3;1;1;1;3;"1";NA
"SP21_UFCEYALN46L7";2;3;4;3;2;2;4;"1";NA
"SP21_KXO5DW0D0BDW";NA;NA;NA;NA;NA;NA;NA;NA;NA
"SP21_2Y3T6OLEU0P1";2;2;3;1;3;1;4;"1";NA
"SP21_1LBWWW6QYQG0";1;1;2;1;1;1;2;"1";NA
"SP21_U780R5HSRPA3";1;4;3;2;4;2;3;"1,2";NA
"SP21_X6CDD9T27OMH";1;1;2;1;1;2;2;"1";NA
"SP21_ZAHA6CLYYF8Q";1;1;4;1;2;1;4;"1";NA
"SP21_564CZ8DJI0J0";1;2;2;1;2;1;1;"1,13";NA
"SP21_4Y30I2D9RMVB";1;2;2;2;3;2;4;"1,2";NA
"SP21_2SKS9TF54SGH";1;2;2;2;2;2;2;"2";NA
"SP21_92IYM16WBWP7";2;1;2;1;3;1;4;"1";NA
"SP21_CO0NIU83TMJC";1;1;4;1;1;1;4;"1";NA
"SP21_MJELGV3OQ38E";1;1;3;1;1;1;4;"1";NA
"SP21_7PQ8FN4058ME";1;1;1;2;2;3;1;"1";NA
"SP21_0TBDDZH4PO3H";1;1;3;1;1;1;4;"1";NA
"SP21_S7B393BF69UF";1;2;3;1;2;1;4;"1,2,3";NA
"SP21_X0GKRXLM9EK5";4;NA;4;1;2;2;3;"1";NA
"SP21_BXK9BIWM4F7P";1;2;2;2;3;2;3;"1";NA
"SP21_R81PCFE7M51P";1;1;1;1;4;2;1;"1,2";NA
"SP21_UV2KF78OFCUT";1;1;4;1;1;2;3;"1";NA
"SP21_0GNCVXEOO6U6";1;2;3;1;2;2;3;"1";NA
"SP21_D1UNR2OAQZIT";1;1;3;1;1;1;2;"1";NA
"SP21_JSYBDVRY9W99";1;1;4;1;2;1;4;"1,5,11,18";2
"SP21_PI51Y9PP2E4R";1;1;4;1;2;1;4;"1,2";NA
"SP21_AJP1ERYC60LB";1;3;2;2;2;2;2;"1,2";NA
"SP21_67LIR7EP0T86";1;1;2;2;2;1;2;"19";NA
"SP21_WNYOTDESWUZF";1;1;4;1;2;1;4;"2";NA
"SP21_5VSB4CYG4LXF";1;2;2;2;3;2;3;"1";NA
"SP21_7K517E1VWP4S";1;1;2;2;1;2;2;"1,5";1
"SP21_F1AHFWMWKBPJ";3;3;1;3;3;3;3;"2";NA
"SP21_W42UR9I2VDY1";1;1;4;1;1;1;NA;"1";NA
"SP21_MNC9LTDBM34D";1;1;2;1;2;1;2;"1";NA
"SP21_NAR132RFT3Z9";1;1;4;1;1;1;2;"3";NA
"SP21_ZYCIGMDUPBQU";1;1;2;1;4;1;3;"1,5";1
"SP21_6MGUV5IZGZSV";1;3;3;2;1;2;4;"2";NA
"SP21_EADF4LH09Q1Q";1;2;2;1;2;1;3;"1";NA
"SP21_TZJ9DOLEWDUG";1;1;3;1;2;1;3;"1";NA
"SP21_OFW6EXDO26XG";1;3;2;2;4;2;4;"1";NA
"SP21_PXENPATFBZ6U";2;2;1;1;2;1;1;"2";NA
"SP21_SS8WKEF6JASP";1;1;1;1;3;1;1;"1";NA
"SP21_T86BN70UA9P7";1;1;2;1;1;1;2;"1";NA
"SP21_LYZUIJQMBV7R";1;1;4;1;1;1;4;"1";NA
"SP21_ZFPDP0D9A15K";3;3;1;3;3;3;3;"1,9";NA
"SP21_ZILI3B5XRX62";1;1;2;3;1;3;2;"1";NA
"SP21_PS2X03S1WKDR";2;3;3;2;4;4;3;"1";NA
"SP21_HV6B8D2A2QSZ";4;1;2;1;2;2;1;"1";NA
"SP21_G61WMGBZ9XZ2";1;1;1;2;1;1;4;"2";NA
"SP21_IQ2ED1K2R7P5";1;2;2;1;1;2;3;"1";NA
"SP21_7RAGOR70WPV6";1;2;2;1;2;2;2;"1,5,7";2
"SP21_01WAR93XCZG7";1;1;1;1;2;1;1;"1";NA
"SP21_70L7HBDA6Q4O";3;3;1;1;4;1;2;"1";NA
"SP21_T8PVOC99VJEQ";1;1;3;1;1;1;3;NA;NA
"SP21_5XGZI4S30EIX";1;2;2;1;3;1;3;"1,10";NA
"SP21_MFO5K55NX090";1;1;3;1;2;2;4;"1";NA
"SP21_YXY6HYDMI2LR";2;2;2;3;3;4;3;"1";NA
"SP21_2TFCVTZ1PEZL";1;2;3;1;2;1;3;"1";NA
"SP21_EA0VR1H25BHP";1;2;4;1;3;1;3;"2,15";NA
"SP21_5QSVDXVDTFSV";2;2;2;2;1;1;2;"15";NA
"SP21_OVPOEQ43LG4N";1;2;3;2;3;1;2;"1";NA
"SP21_TCW8XLM38V62";1;1;4;1;1;1;4;"1";NA
"SP21_G81W9FUKE87N";1;1;1;1;1;1;1;"1";NA
"SP21_920IIEYHZ2K8";1;1;2;1;2;1;2;"1";NA
"SP21_8BBUIF302D2L";1;1;3;1;3;1;4;NA;NA
"SP21_OCSEPFQ5Z2NM";NA;NA;NA;NA;NA;NA;NA;"1";NA
"SP21_S5IPTLI206II";1;2;3;1;3;1;3;"1,15";NA
"SP21_CQYKOBKUHYUR";1;1;4;1;1;1;4;"1,5,9,10,18";2
"SP21_NEP0Q16DII3I";1;2;3;3;2;1;4;"1,2,9";NA
"SP21_ZD1LRCO4XZHR";1;1;2;1;2;1;2;"1,5,9";1
"SP21_2AW907OCERKD";1;2;2;1;1;1;2;"1,2";NA
"SP21_T5B6ZLATSVCU";2;1;3;3;2;1;2;"1";NA
"SP21_ML3OOSF0LBEZ";1;1;2;1;2;2;2;"1";NA
"SP21_1LZKRY7UB9E8";1;2;2;1;2;1;2;"1";NA
"SP21_95QQSAR9NDPI";1;2;2;1;2;1;2;"1,5,18";1
"SP21_CAB5QWEHD37H";1;1;4;1;2;1;4;"2";NA
"SP21_4UXLHR9T45G4";1;1;2;1;3;1;3;"1";NA
"SP21_TNPXVW3WBSMG";2;4;1;4;4;4;1;"1";NA
"SP21_9XK5VIOVR0N9";1;2;4;1;3;1;3;"1,13";NA
"SP21_JY4EDKC8JNGS";4;4;1;3;3;3;2;NA;NA
"SP21_L5YQHZPTZK4K";1;1;4;1;3;1;4;"1,4";NA
"SP21_K7TWPUVIKDAV";1;3;2;1;2;1;2;"1,5";2
"SP21_INPSSARC7PQP";1;1;3;2;2;2;4;"1,18";NA
"SP21_WW9UNRMCJ39X";1;1;4;1;2;1;4;"1,2";NA
"SP21_J0X7STZSH43Q";1;1;3;1;1;1;3;"1";NA
"SP21_HWE0MW699CQP";1;2;2;1;2;2;3;"4,5,12,15,19";1
"SP21_6243FRUIHPW8";1;1;3;1;2;1;3;"1";NA
"SP21_USHUTM7IJSC9";1;1;1;2;2;2;1;"15";NA
"SP21_G7Z3FO386Z2C";1;1;4;1;1;1;4;"1,11,12";NA
"SP21_BBFPR6H4BKHN";1;3;2;1;2;3;2;"1,18";NA
"SP21_LDNBOSPOQCX4";2;3;2;3;3;3;2;"2,5";1
"SP21_HFZCJBRVHHPL";2;2;3;3;4;3;3;"12";NA
"SP21_EQK1304JT953";1;1;3;1;1;1;3;"2,8";NA
"SP21_V4MG9V0NEVRA";1;1;4;1;1;1;4;"1,15";NA
"SP21_G2VR0CYWSFMS";1;3;1;3;3;3;2;"1,7";NA
"SP21_1BO2HWKOQU49";1;1;4;1;2;3;3;"1,5";1
"SP21_O3HC0PSZT64G";1;3;3;1;3;3;2;"1,18";NA
"SP21_3MP9JPYSSGMA";1;3;2;1;3;2;2;"1";NA
"SP21_S28M7P4V9F7N";1;2;2;1;2;1;2;"1,11";NA
"SP21_KB9MM9XUR781";1;2;1;2;2;1;2;"1";NA
"SP21_VKCJFCM676R4";1;1;4;1;1;1;3;"1";NA
"SP21_P6A1IE124SK7";1;1;3;1;1;1;2;"1";NA
"SP21_ID7G0RUBRJGD";1;1;3;1;1;1;3;"1,8";NA
"SP21_EJ0947WNKSMJ";2;3;2;2;3;3;3;"1";NA
"SP21_DXTBC79FX83T";1;2;2;1;2;1;3;"1";NA
"SP21_1U5DI28TEKEA";1;3;1;2;3;1;1;"15";NA
"SP21_2YH2ES217IKB";1;4;2;1;4;2;4;"2";NA
"SP21_W4OVFTX6CM2U";1;1;2;1;2;1;4;"2,6";NA
"SP21_086B9R718OS1";1;2;1;1;3;2;NA;"1,2";NA
"SP21_MVUC11W7AR4C";1;1;3;1;1;2;2;"1,4,9,15";NA
"SP21_C9HUVMMYCOW4";1;2;2;2;3;3;1;"6";NA
"SP21_IEZ8056NYKE8";1;2;1;1;3;1;NA;"1";NA
"SP21_O3B96J67FDFO";1;3;2;2;4;2;4;"15";NA
"SP21_MDQG717NINPY";1;2;3;2;4;2;3;"1,5";2
"SP21_3S3170C9KYLC";1;2;3;2;3;2;3;"1,2";NA
"SP21_13TSP6RIQVL5";1;1;3;1;1;1;3;"1,5,9";2
"SP21_Y349YTJH47CG";1;1;3;1;2;1;4;"1";NA
"SP21_OVGDM1X3AZLP";1;3;3;2;3;3;3;"1,4";NA
"SP21_AJ2XC7E7JP5R";1;1;2;1;2;2;1;"1";NA
"SP21_KT6V1MQOIR0Y";1;1;2;1;1;1;2;"1,5";2
"SP21_JTTKCAHI7NP6";1;1;1;1;4;1;1;"1,5,6";1
"SP21_1YA751JMZLMM";1;2;4;1;3;2;3;"1,9";NA
"SP21_IUAKM8QNO7LX";1;3;1;2;3;3;1;"18";NA
"SP21_XW3X4GVT0CWO";1;3;2;1;4;3;3;"1";NA
"SP21_ZQPPC2CD3ZZF";1;2;3;1;2;1;2;"9,14";NA
"SP21_2P5FRYTAJV88";1;2;3;1;2;1;3;"2,15";NA
"SP21_SK1I8ALLCMN6";1;1;4;1;2;1;3;"1,9";NA
"SP21_SILLXGG57DN0";1;2;3;2;3;2;3;"13";NA
"SP21_67Q3H268B578";1;1;3;1;1;1;2;"1,9";NA
"SP21_6TLNER7MBC81";1;1;2;1;2;1;2;"1,10,18";NA
"SP21_2PUGCU1IHH6N";1;1;2;2;2;2;2;"2,5";3
"SP21_M8RRXTCI6NVO";2;2;3;2;2;2;3;"1,10,12";NA
"SP21_WDCOAAUWU0H4";4;4;1;4;4;2;4;"2";NA
"SP21_DUHWQB8RZK23";1;1;2;1;1;1;2;"1,18";NA
"SP21_3ACCIPB5ZRO9";1;2;2;1;2;2;2;"1";NA
"SP21_5BA340ZP3VNT";1;1;1;1;3;2;1;"1,5";1
"SP21_1LJ1HP2RKIQ4";1;3;2;2;4;2;2;"1";NA
"SP21_GZP0TM23GJ1O";1;1;4;1;1;4;4;"19";NA
"SP21_NY3P34YLEZ7X";2;2;2;2;3;2;2;"1,18";NA
"SP21_0HVUQTD8RU0Q";4;2;3;2;2;2;3;"1";NA
"SP21_YTFLGBKPMJN2";1;1;1;1;1;1;1;"2";NA
"SP21_ZB3TPQH6NC7B";1;1;3;1;2;2;2;"4,5,6,18";1
"SP21_VQ0D899XYJ6K";1;1;3;1;2;1;3;"1,2,9";NA
"SP21_V2QZGXSUQ1OW";1;2;2;1;2;2;1;"5";4
"SP21_YPU8TQHZ76IW";3;3;2;1;3;2;2;"1,2,6,18";NA
"SP21_3IO62RNDZHZ2";2;2;1;3;2;3;1;"1,2,5";1
"SP21_B9NLNDCPP482";1;1;2;1;3;1;NA;"1,2,4,11";NA
"SP21_70NWR2DRUO05";2;2;2;2;2;2;2;"1,2,6";NA
"SP21_FY4Y7GVX1G7B";2;3;2;2;3;2;2;"1,5";2
"SP21_0FZ44GTC3BJU";2;1;3;1;2;1;3;"1";NA
"SP21_73T93D8M6PCI";1;1;2;1;3;2;1;"2,5,10";1
"SP21_9BHSXVQ77U8M";1;2;3;1;4;1;4;"2,7";NA
"SP21_DN94U0QZ4VK9";1;1;1;1;1;1;1;"1";NA
"SP21_RCS8N68FB0IM";1;1;3;2;2;2;2;"5,12";2
"SP21_BS6N4WC8YKZ2";1;2;3;1;2;1;4;"2";NA
"SP21_OS7LPKXCQMNE";1;1;4;1;3;1;4;"2,6";NA
"SP21_OT0MXUQXWHJ6";1;2;2;1;3;1;2;"1,10";NA
"SP21_PEGB83CZECRZ";1;1;2;1;1;1;NA;"1,2,10,15";NA
"SP21_5E9EOG72K12W";1;2;3;1;2;1;3;"1,15";NA
"SP21_4HH5H7HXQI0I";1;1;3;1;1;1;4;"5";2
"SP21_4DK80PPSD5P4";1;1;3;1;1;1;3;"1,6";NA
"SP21_C6CPZRSA65CZ";2;3;2;4;NA;4;2;"8";NA
"SP21_J0C83B64F8JO";1;3;2;3;3;3;3;"9";NA
"SP21_4Q0TH8XASWZJ";1;2;3;1;4;1;1;"1,10";NA
"SP21_T95F4IJ7EBIF";2;2;4;2;2;2;3;"1,5,18,19";3
"SP21_W84WFNZFO3H1";1;1;4;1;2;1;4;"1,2";NA
"SP21_48W36ZLSULUL";1;1;2;1;1;2;2;"4,7,9";NA
"SP21_O3NOKXKJNX1G";2;1;3;1;3;1;4;"18";NA
"SP21_YIF3O7WSPOTZ";1;3;2;2;3;2;3;"1,4,10,18";NA
"SP21_T29CN8X9UHD9";1;1;3;1;2;1;2;"1";NA
"SP21_T1OGFW8XZCMI";1;1;4;1;1;1;4;"1,5,19";1
"SP21_E6EVXRQPQIOY";1;1;4;1;1;2;4;"1,13";NA
"SP21_R77KHXOQ701I";1;1;3;1;2;1;2;"18";NA
"SP21_H7GWXYX4PMYD";1;2;2;1;2;1;2;NA;NA
"SP21_HWUJVE2N3NTQ";1;1;2;1;2;1;2;"19";NA
"SP21_BZZ6CS08M872";1;3;3;1;3;1;2;"10";NA
"SP21_2KHQ4HZTY0G7";2;2;2;2;2;2;2;"2,5,13";1
"SP21_74NMPN2WTOPV";2;1;1;1;3;1;4;"1";NA
"SP21_V00SA2JFAM4H";3;3;2;3;3;2;2;"1,2";NA
"SP21_T4DUCAIHYTNS";1;1;3;1;1;1;3;"1,6,9";NA
"SP21_IXT7ZGDG2S7I";1;2;1;1;4;1;4;"1,4,18";NA
"SP21_00SXN0UGY4AP";1;2;4;2;2;1;4;"2,4,11";NA
"SP21_4ERN2TRN7ZJR";3;3;2;2;3;2;1;"1";NA
"SP21_NYH4CK3TBD1X";1;1;4;1;2;1;4;"2,5";1
"SP21_4VDOHZF52UJM";4;3;2;4;4;4;1;"1";NA
"SP21_Y67DOLPSNV3T";1;1;3;1;1;1;4;"2";NA
"SP21_BN7U3L0K8VYN";2;2;2;2;2;2;2;"10";NA
"SP21_Q08Y0XIT24R9";1;1;4;1;1;1;4;"1,2";NA
"SP21_0HR2T7UEC34E";1;4;2;3;4;2;2;"1";NA
"SP21_AJZMYQ9O2RN6";1;2;3;1;3;1;2;"1,5";2
"SP21_CT38NBYEGHNO";2;3;3;3;3;3;3;"5";4
"SP21_Z6J5J0ANQBMY";1;3;1;2;3;1;1;"2,9";NA
"SP21_FCXSBDL7P0W4";3;3;2;2;3;2;3;"2";NA
"SP21_SLOFX5TH5YSI";1;2;2;1;3;3;1;"1,2,12";NA
"SP21_6ZQJIBTJJMVN";1;1;4;1;1;2;4;"1";NA
"SP21_CUSVAKZ0S1K0";1;3;3;2;3;2;4;"1,10";NA
"SP21_NC0IL24TXU5O";1;1;4;1;3;1;4;"1,4,5,7,9,18";1
"SP21_K1RETTIRAZZD";1;1;4;1;1;1;3;"8,18";NA
"SP21_TP8PWDIP1B79";1;1;4;1;1;1;4;"2,7";NA
"SP21_VG418OHGD8BF";1;1;3;1;1;1;1;"1,9";NA
"SP21_K4FWFDR8H22K";1;1;3;1;1;1;3;"7,15,18";NA
"SP21_B86DQ9Y7OEVN";3;1;3;1;2;1;4;"1,5,10";3
"SP21_JCGCLVFNQPSK";1;3;2;2;3;1;1;"1";NA
"SP21_84PL1QC9UDL8";3;3;3;2;4;3;3;"10";NA
"SP21_1BDCIFBIC16D";1;1;3;1;1;1;3;"7";NA
"SP21_JUNDVBG6WZMW";2;1;2;1;2;2;2;"1,6,15";NA
"SP21_G2RVVUDMQB33";1;2;2;2;3;1;2;"1,2,9,18";NA
"SP21_IGZ0BXMW70IK";1;3;2;1;2;1;1;"2,15";NA
"SP21_T3213TNBUFJQ";1;1;4;1;1;1;4;"5,7,18";2
"SP21_GQ95V86R161Z";1;2;3;2;3;1;4;"2,3,4,5";1
"SP21_CVC8O2XO3PZS";1;3;1;3;4;3;2;"2";NA
"SP21_92BLVRQG7Z9K";1;2;4;1;3;1;4;"1,2,9";NA
"SP21_KBWLS1DHIY8F";3;1;1;2;1;1;1;"9";NA
"SP21_J0WRIGRM8MCN";1;1;2;1;2;1;NA;"1,11";NA
"SP21_FE4RV47MP178";1;2;3;1;4;1;2;"1,5,9,18";3
"SP21_0BY395PNN1Q8";1;2;1;2;3;4;2;"1,2,9";NA
"SP21_1JSVV3FCKRB1";1;4;2;3;4;4;2;"1,2";NA
"SP21_FU0X1ERY6FNI";2;2;2;1;1;2;3;"1";NA
"SP21_0JO303HITVRY";1;2;2;1;2;2;1;"1";NA
"SP21_PA49KB8IWKSM";1;1;2;2;3;2;3;"1,2";NA
